year,month,day,hour,minute,kwm2,temp,rh
1999,6,9,3,50,0,22.96,98.6
1999,6,9,3,55,0,23,98.4
1999,6,9,4,0,0,22.96,98.5
1999,6,9,4,5,0,22.95,98.3
1999,6,9,4,10,0,22.9,98.3
1999,6,9,4,15,0,22.87,98.4
1999,6,9,4,20,0,22.82,98.4
1999,6,9,4,25,0,22.8,98.6
1999,6,9,4,30,0,22.76,98.7
1999,6,9,4,35,0,22.71,98.8
1999,6,9,4,40,0,22.66,98.9
1999,6,9,4,45,0,22.65,99.1
1999,6,9,4,50,0,22.61,99.3
1999,6,9,4,55,0,22.62,99.6
1999,6,9,5,0,0,22.58,99.6
1999,6,9,5,5,0,22.56,99.7
1999,6,9,5,10,0,22.58,99.8
1999,6,9,5,15,0.16,22.6,99.9
1999,6,9,5,20,0.49,22.59,100
1999,6,9,5,25,1.08,22.52,100.1
1999,6,9,5,30,1.94,22.45,100.5
1999,6,9,5,35,3.22,22.4,100.7
1999,6,9,5,40,4.92,22.39,100.9
1999,6,9,5,45,6.7,22.36,101.1
1999,6,9,5,50,9.11,22.34,101.2
1999,6,9,5,55,11.14,22.32,101.4
1999,6,9,6,0,16.92,22.34,101.6
1999,6,9,6,5,25.86,22.31,101.6
1999,6,9,6,10,22.64,22.31,101.8
1999,6,9,6,15,33.38,22.32,101.9
1999,6,9,6,20,32.36,22.37,102
1999,6,9,6,25,32.43,22.31,101.9
1999,6,9,6,30,33.22,22.24,102
1999,6,9,6,35,33.04,22.22,102.1
1999,6,9,6,40,44.68,22.22,102.2
1999,6,9,6,45,61.19,22.26,102.3
1999,6,9,6,50,66.5,22.31,102.4
1999,6,9,6,55,80.3,22.35,102.4
1999,6,9,7,0,116.3,22.4,102.5
1999,6,9,7,5,103.5,22.49,102.5
1999,6,9,7,10,75.3,22.55,102.4
1999,6,9,7,15,103.9,22.58,102.4
1999,6,9,7,20,73.4,22.66,102.3
1999,6,9,7,25,64.57,22.71,102.2
1999,6,9,7,30,119.6,22.78,102
1999,6,9,7,35,178.2,22.81,101.8
1999,6,9,7,40,126.6,22.92,101.7
1999,6,9,7,45,176.5,23,101.2
1999,6,9,7,50,206,23.08,100.9
1999,6,9,7,55,204,23.21,100.6
1999,6,9,8,0,192.9,23.44,100.1
1999,6,9,8,5,202.8,23.62,99.3
1999,6,9,8,10,301.3,23.76,98.5
1999,6,9,8,15,314.7,24,97.6
1999,6,9,8,20,359.5,24.21,95.9
1999,6,9,8,25,278.6,24.39,94.6
1999,6,9,8,30,370.8,24.48,93.4
1999,6,9,8,35,292.8,24.59,92.6
1999,6,9,8,40,334.5,24.7,92
1999,6,9,8,45,379.6,24.83,91.4
1999,6,9,8,50,644.3,25.12,90
1999,6,9,8,55,447.6,25.28,88.7
1999,6,9,9,0,235,25.28,88.5
1999,6,9,9,5,212,25.28,88.2
1999,6,9,9,10,334.2,25.32,87.4
1999,6,9,9,15,296,25.71,85.8
1999,6,9,9,20,197.1,25.98,83.6
1999,6,9,9,25,172.4,25.89,82.7
1999,6,9,9,30,471.3,25.95,82.2
1999,6,9,9,35,171.2,25.96,81.8
1999,6,9,9,40,528.3,26,82.2
1999,6,9,9,45,593.6,26.63,78.8
1999,6,9,9,50,314,26.83,76.9
1999,6,9,9,55,204,26.68,78
1999,6,9,10,0,602,26.6,77.3
1999,6,9,10,5,801,26.89,75.8
1999,6,9,10,10,815,27.28,73.5
1999,6,9,10,15,853,27.86,72.3
1999,6,9,10,20,391.7,27.78,72.3
1999,6,9,10,25,739,27.49,72.7
1999,6,9,10,30,958,27.9,70.3
1999,6,9,10,35,810,28.32,68.73
1999,6,9,10,40,745,28.4,69.35
1999,6,9,10,45,317.6,28.42,70.3
1999,6,9,10,50,158.8,28.19,71.2
1999,6,9,10,55,176.6,28.06,71.1
1999,6,9,11,0,386.1,28.06,71.4
1999,6,9,11,5,900,28.38,69.38
1999,6,9,11,10,928,28.65,68.06
1999,6,9,11,15,797,28.88,64.11
1999,6,9,11,20,943,29.25,62.56
1999,6,9,11,25,991,29.29,63.01
1999,6,9,11,30,1001,29.73,61.64
1999,6,9,11,35,977,29.64,62.04
1999,6,9,11,40,957,29.18,63.38
1999,6,9,11,45,822,29.64,60.99
1999,6,9,11,50,712,29.84,59.55
1999,6,9,11,55,327.2,29.71,60.86
1999,6,9,12,0,426.7,29.37,63.17
1999,6,9,12,5,369.1,29.27,63.8
1999,6,9,12,10,1003,29.09,65.49
1999,6,9,12,15,966,29.12,63.48
1999,6,9,12,20,937,29.27,62.69
1999,6,9,12,25,937,29.59,60.35
1999,6,9,12,30,947,30.04,58.32
1999,6,9,12,35,689.1,30.22,57.29
1999,6,9,12,40,1047,30.33,56.25
1999,6,9,12,45,846,30.27,53.09
1999,6,9,12,50,670.8,30.17,52.47
1999,6,9,12,55,993,30.63,52.37
1999,6,9,13,0,1002,31.14,52.53
1999,6,9,13,5,1010,31.24,53.89
1999,6,9,13,10,967,31.33,54.41
1999,6,9,13,15,972,31.57,52.08
1999,6,9,13,20,1009,31.56,49.39
1999,6,9,13,25,913,31.54,49.52
1999,6,9,13,30,236.6,31.71,51.07
1999,6,9,13,35,335.4,30.88,54.55
1999,6,9,13,40,575.7,30.78,56.56
1999,6,9,13,45,557.5,30.95,53.25
1999,6,9,13,50,703,30.74,50.37
1999,6,9,13,55,677.5,30.93,49.72
1999,6,9,14,0,562.8,30.97,50.08
1999,6,9,14,5,726,31.22,50.05
1999,6,9,14,10,736,31.6,50.24
1999,6,9,14,15,456.7,31.53,51.39
1999,6,9,14,20,207.7,31.18,55.55
1999,6,9,14,25,239.8,30.57,57.26
1999,6,9,14,30,760,30.34,57.33
1999,6,9,14,35,225.8,30.59,55.78
1999,6,9,14,40,787,30.43,55.07
1999,6,9,14,45,827,30.8,54.76
1999,6,9,14,50,666.9,31.32,53.31
1999,6,9,14,55,828,31.57,49.95
1999,6,9,15,0,839,31.52,49.12
1999,6,9,15,5,401.5,31.71,48.85
1999,6,9,15,10,631.2,31.3,53
1999,6,9,15,15,182.3,31.13,55.13
1999,6,9,15,20,263.4,30.93,57.21
1999,6,9,15,25,355.6,30.65,58.51
1999,6,9,15,30,582,30.74,57.23
1999,6,9,15,35,627,30.74,54.67
1999,6,9,15,40,695.9,30.66,53.38
1999,6,9,15,45,670.5,30.9,52.51
1999,6,9,15,50,649.9,31.1,51.45
1999,6,9,15,55,636.8,31.37,49.11
1999,6,9,16,0,648.4,31.41,49.95
1999,6,9,16,5,676.1,31.28,52.92
1999,6,9,16,10,670.2,31.21,54.05
1999,6,9,16,15,460.4,30.76,55.34
1999,6,9,16,20,252.6,30.45,56.77
1999,6,9,16,25,377.2,30.25,58
1999,6,9,16,30,320.6,30.35,56.89
1999,6,9,16,35,415.9,30.46,57.17
1999,6,9,16,40,420.9,30.74,55.97
1999,6,9,16,45,519.9,30.86,55.04
1999,6,9,16,50,243.8,30.87,55.61
1999,6,9,16,55,386.4,30.59,56.36
1999,6,9,17,0,378,30.63,54.95
1999,6,9,17,5,346.4,30.61,54.1
1999,6,9,17,10,388.8,30.55,55.44
1999,6,9,17,15,376.8,30.75,54.94
1999,6,9,17,20,358.2,30.77,54.12
1999,6,9,17,25,340.4,30.54,56.43
1999,6,9,17,30,227.2,30.39,57.47
1999,6,9,17,35,162.7,30.1,58.24
1999,6,9,17,40,282.3,29.94,60.19
1999,6,9,17,45,270.3,30,60.8
1999,6,9,17,50,254.2,30.04,60.1
1999,6,9,17,55,235.9,29.98,59.47
1999,6,9,18,0,221.9,29.95,60.21
1999,6,9,18,5,205.6,29.86,58.96
1999,6,9,18,10,185.6,29.8,57.4
1999,6,9,18,15,94.6,29.81,56.23
1999,6,9,18,20,156.1,29.74,55.55
1999,6,9,18,25,150.5,29.76,56.05
1999,6,9,18,30,136.7,29.74,57.13
1999,6,9,18,35,124.5,29.64,58.11
1999,6,9,18,40,112.3,29.52,58.54
1999,6,9,18,45,97.7,29.58,58.77
1999,6,9,18,50,81.9,29.49,59.83
1999,6,9,18,55,66.1,29.43,61.29
1999,6,9,19,0,54.41,29.39,63.2
1999,6,9,19,5,44.88,29.25,64.22
1999,6,9,19,10,31.72,29.12,64.34
1999,6,9,19,15,19.83,28.97,64.58
1999,6,9,19,20,12.33,28.84,64.38
1999,6,9,19,25,7.66,28.75,64.13
1999,6,9,19,30,4.73,28.66,63.8
1999,6,9,19,35,2.71,28.56,64.07
1999,6,9,19,40,1.54,28.46,64.52
1999,6,9,19,45,0.85,28.39,64.78
1999,6,9,19,50,0.47,28.33,65.21
1999,6,9,19,55,0.37,28.25,65.76
1999,6,9,20,0,0.31,28.22,66.14
1999,6,9,20,5,0.26,28.16,66.05
1999,6,9,20,10,0.29,28.09,66.22
1999,6,9,20,15,0.26,28.03,66.38
1999,6,9,20,20,0.27,28,66.26
1999,6,9,20,25,0.24,27.91,66.7
1999,6,9,20,30,0.23,27.8,66.97
1999,6,9,20,35,0.22,27.73,67.29
1999,6,9,20,40,0.22,27.65,67.62
1999,6,9,20,45,0.22,27.59,67.97
1999,6,9,20,50,0.18,27.55,68.06
1999,6,9,20,55,0.2,27.49,68.22
1999,6,9,21,0,0.18,27.45,68.43
1999,6,9,21,5,0.15,27.4,68.7
1999,6,9,21,10,0.18,27.28,69.45
1999,6,9,21,15,0.17,27.18,70.2
1999,6,9,21,20,0.17,27.05,71.3
1999,6,9,21,25,0.18,26.93,72.2
1999,6,9,21,30,0.19,26.85,72.8
1999,6,9,21,35,0.18,26.78,73.4
1999,6,9,21,40,0.15,26.7,74.1
1999,6,9,21,45,0.13,26.61,75.1
1999,6,9,21,50,0.11,26.55,75.9
1999,6,9,21,55,0.14,26.48,76.6
1999,6,9,22,0,0.15,26.44,77.3
1999,6,9,22,5,0.15,26.41,77.9
1999,6,9,22,10,0.11,26.36,78.1
1999,6,9,22,15,0.12,26.32,78.4
1999,6,9,22,20,0.1,26.21,78.8
1999,6,9,22,25,0.06,26.12,78.6
1999,6,9,22,30,0.11,26.14,78.5
1999,6,9,22,35,0.09,26.06,78.5
1999,6,9,22,40,0.08,25.98,78.5
1999,6,9,22,45,0.08,25.86,78.6
1999,6,9,22,50,0.12,25.8,79
1999,6,9,22,55,0.07,25.79,78.8
1999,6,9,23,0,0.04,25.73,79.3
1999,6,9,23,5,0.05,25.67,79.7
1999,6,9,23,10,0.06,25.63,80.1
1999,6,9,23,15,0.08,25.52,80.7
1999,6,9,23,20,0.05,25.45,81.4
1999,6,9,23,25,0.04,25.4,81.8
1999,6,9,23,30,0.04,25.33,82.7
1999,6,9,23,35,0.05,25.25,83.1
1999,6,9,23,40,0.04,25.19,83.4
1999,6,9,23,45,0.04,25.08,83.7
1999,6,9,23,50,0.07,25.03,84.3
1999,6,9,23,55,0.06,25.01,84.9
1999,6,10,0,0,0.02,24.94,84.9
1999,6,10,0,5,0.03,24.81,85.2
1999,6,10,0,10,0.01,24.79,85.8
1999,6,10,0,15,0.01,24.75,85.8
1999,6,10,0,20,0.02,24.74,86.3
1999,6,10,0,25,0.01,24.74,86.6
1999,6,10,0,30,0.01,24.69,86.9
1999,6,10,0,35,0.01,24.66,86.9
1999,6,10,0,40,0.03,24.64,87.2
1999,6,10,0,45,0.02,24.62,88.1
1999,6,10,0,50,0.03,24.57,87.8
1999,6,10,0,55,0,24.49,88
1999,6,10,1,0,0.01,24.46,88.3
1999,6,10,1,5,0,24.43,88.6
1999,6,10,1,10,0.01,24.38,88.7
1999,6,10,1,15,0.01,24.31,89
1999,6,10,1,20,0,24.27,89.8
1999,6,10,1,25,0.01,24.24,90.2
1999,6,10,1,30,0.01,24.14,90
1999,6,10,1,35,0.01,24.02,90.8
1999,6,10,1,40,0.01,23.97,91.1
1999,6,10,1,45,0,23.93,91.7
1999,6,10,1,50,0.01,23.91,92.2
1999,6,10,1,55,0,23.86,92.6
1999,6,10,2,0,0,23.84,93.1
1999,6,10,2,5,0,23.84,93.2
1999,6,10,2,10,0,23.83,93.4
1999,6,10,2,15,0,23.83,93.7
1999,6,10,2,20,0,23.85,93.8
1999,6,10,2,25,0,23.86,93.8
1999,6,10,2,30,0,23.88,94.1
1999,6,10,2,35,0,23.88,94.2
1999,6,10,2,40,0,23.87,94.4
1999,6,10,2,45,0,23.88,94.6
1999,6,10,2,50,0,23.87,94.9
1999,6,10,2,55,0,23.85,95.2
1999,6,10,3,0,0,23.78,95.6
1999,6,10,3,5,0,23.72,96.1
1999,6,10,3,10,0,23.65,96.1
1999,6,10,3,15,0,23.47,96
1999,6,10,3,20,0,23.38,96.4
1999,6,10,3,25,0,23.31,96.6
1999,6,10,3,30,0,23.24,96.7
1999,6,10,3,35,0,23.18,96.8
1999,6,10,3,40,0,23.14,97
1999,6,10,3,45,0,23.08,97
1999,6,10,3,50,0,23.03,97.2
1999,6,10,3,55,0,23.02,97.5
1999,6,10,4,0,0,22.99,97.7
1999,6,10,4,5,0,22.98,97.8
1999,6,10,4,10,0,22.98,97.9
1999,6,10,4,15,0,22.97,98.2
1999,6,10,4,20,0,22.99,98.1
1999,6,10,4,25,0,22.91,98
1999,6,10,4,30,0,22.87,98.2
1999,6,10,4,35,0,22.86,98.3
1999,6,10,4,40,0,22.84,98.3
1999,6,10,4,45,0,22.83,98.5
1999,6,10,4,50,0,22.82,98.4
1999,6,10,4,55,0,22.83,98.5
1999,6,10,5,0,0,22.86,98.5
1999,6,10,5,5,0,22.86,98.6
1999,6,10,5,10,0,22.91,98.8
1999,6,10,5,15,0.18,22.91,98.9
1999,6,10,5,20,0.63,22.87,98.9
1999,6,10,5,25,1.36,22.88,99
1999,6,10,5,30,1.98,22.89,99.3
1999,6,10,5,35,3.15,22.85,99.4
1999,6,10,5,40,5.67,22.81,99.5
1999,6,10,5,45,10.2,22.84,99.6
1999,6,10,5,50,14.25,22.87,99.9
1999,6,10,5,55,16.74,22.85,100.1
1999,6,10,6,0,20.15,22.82,100.4
1999,6,10,6,5,30.15,22.81,100.7
1999,6,10,6,10,26.89,22.8,100.7
1999,6,10,6,15,32.15,22.83,100.7
1999,6,10,6,20,43.11,22.83,100.6
1999,6,10,6,25,44.96,22.8,100.7
1999,6,10,6,30,56.43,22.8,100.7
1999,6,10,6,35,67.86,22.85,100.7
1999,6,10,6,40,101.5,22.92,100.7
1999,6,10,6,45,65.17,22.99,100.4
1999,6,10,6,50,73.5,23.03,100.3
1999,6,10,6,55,82.5,23.08,100.2
1999,6,10,7,0,58.58,23.14,100
1999,6,10,7,5,63,23.16,99.8
1999,6,10,7,10,92.5,23.22,99.7
1999,6,10,7,15,123.3,23.35,99.3
1999,6,10,7,20,138.2,23.54,98.7
1999,6,10,7,25,141.2,23.56,98.1
1999,6,10,7,30,126,23.58,97.9
1999,6,10,7,35,159.2,23.54,97.7
1999,6,10,7,40,205.3,23.52,97.9
1999,6,10,7,45,170.9,23.59,97.7
1999,6,10,7,50,218.7,23.6,97.7
1999,6,10,7,55,229.8,23.69,97.5
1999,6,10,8,0,349.8,23.86,97.2
1999,6,10,8,5,400.2,24.23,95.8
1999,6,10,8,10,428.4,24.51,94.2
1999,6,10,8,15,478.9,24.78,92.8
1999,6,10,8,20,515.9,25.06,91.3
1999,6,10,8,25,674.2,25.23,90.6
1999,6,10,8,30,620.4,25.38,89.2
1999,6,10,8,35,615,25.43,89
1999,6,10,8,40,614.9,25.9,87.1
1999,6,10,8,45,706,26.03,85.9
1999,6,10,8,50,551.3,26.04,85.1
1999,6,10,8,55,261.6,26.14,84
1999,6,10,9,0,301.7,26.2,83.1
1999,6,10,9,5,164.6,26.34,81.1
1999,6,10,9,10,329.4,26.35,80.5
1999,6,10,9,15,623.8,26.54,80
1999,6,10,9,20,724,26.8,77.7
1999,6,10,9,25,670.7,26.82,77.3
1999,6,10,9,30,400.3,27.12,75
1999,6,10,9,35,178.6,27,73.4
1999,6,10,9,40,567.7,26.9,74.2
1999,6,10,9,45,755,27.26,72.4
1999,6,10,9,50,769,27.62,70.3
1999,6,10,9,55,757,27.97,68
1999,6,10,10,0,688.3,28.16,68.93
1999,6,10,10,5,609.5,28.19,68.1
1999,6,10,10,10,792,28,68.46
1999,6,10,10,15,838,28.21,65.94
1999,6,10,10,20,813,28.36,66.75
1999,6,10,10,25,891,28.57,65.89
1999,6,10,10,30,839,28.83,65.05
1999,6,10,10,35,882,29.14,63.77
1999,6,10,10,40,854,29.05,63.37
1999,6,10,10,45,773,29.01,64.79
1999,6,10,10,50,549.3,29.02,64.22
1999,6,10,10,55,846,28.96,64.67
1999,6,10,11,0,892,29.33,62.95
1999,6,10,11,5,863,29.5,61.6
1999,6,10,11,10,586.9,29.84,59.22
1999,6,10,11,15,897,29.98,59.27
1999,6,10,11,20,545.6,29.82,59.5
1999,6,10,11,25,496.6,29.65,59.15
1999,6,10,11,30,669.2,29.74,58.7
1999,6,10,11,35,314.6,30.2,57.54
1999,6,10,11,40,998,30.32,57.14
1999,6,10,11,45,511.2,30.38,57.16
1999,6,10,11,50,806,30.45,57.66
1999,6,10,11,55,349.3,30.64,56.8
1999,6,10,12,0,791,30.26,56.43
1999,6,10,12,5,784,30.44,55.23
1999,6,10,12,10,656.1,30.4,55.96
1999,6,10,12,15,843,30.51,55.8
1999,6,10,12,20,861,30.64,56.67
1999,6,10,12,25,1015,30.69,57.21
1999,6,10,12,30,1001,30.71,56.61
1999,6,10,12,35,990,30.67,56.89
1999,6,10,12,40,992,30.67,56.64
1999,6,10,12,45,836,30.67,56.68
1999,6,10,12,50,933,30.63,57.81
1999,6,10,12,55,958,31.21,55.61
1999,6,10,13,0,1015,31.38,54.77
1999,6,10,13,5,990,31.33,53.29
1999,6,10,13,10,899,31.67,51.86
1999,6,10,13,15,980,32.02,49.92
1999,6,10,13,20,513.5,31.61,50.47
1999,6,10,13,25,572.5,31.35,51.1
1999,6,10,13,30,934,31.4,51.27
1999,6,10,13,35,928,31.62,50.76
1999,6,10,13,40,750,32.03,50.63
1999,6,10,13,45,704,31.28,53.25
1999,6,10,13,50,930,31.59,51.48
1999,6,10,13,55,880,31.68,51.49
1999,6,10,14,0,909,31.6,52.56
1999,6,10,14,5,817,31.56,50.43
1999,6,10,14,10,814,31.75,49.73
1999,6,10,14,15,624.3,32.11,48.74
1999,6,10,14,20,878,32.22,47.4
1999,6,10,14,25,910,32.37,46.78
1999,6,10,14,30,894,32.57,45.87
1999,6,10,14,35,811,32.53,44.27
1999,6,10,14,40,569.2,32.4,45.12
1999,6,10,14,45,512.1,32.39,45.55
1999,6,10,14,50,430,32.02,46.64
1999,6,10,14,55,795,32.07,45.61
1999,6,10,15,0,782,32.49,44
1999,6,10,15,5,781,32.76,42.77
1999,6,10,15,10,771,32.8,43.98
1999,6,10,15,15,773,32.77,44.08
1999,6,10,15,20,801,33.01,43.78
1999,6,10,15,25,752,32.99,42.94
1999,6,10,15,30,731,32.96,44.39
1999,6,10,15,35,430.7,32.81,43.86
1999,6,10,15,40,373.1,32.41,44.21
1999,6,10,15,45,385.4,32.39,44.12
1999,6,10,15,50,668.5,32.34,44.24
1999,6,10,15,55,350.9,32.76,44.02
1999,6,10,16,0,626.6,32.68,44.09
1999,6,10,16,5,603.5,32.71,44.12
1999,6,10,16,10,210.4,32.58,43.92
1999,6,10,16,15,570.6,32.63,43.8
1999,6,10,16,20,538,32.89,42.96
1999,6,10,16,25,269.5,32.92,42.47
1999,6,10,16,30,549.7,32.87,43.25
1999,6,10,16,35,532.9,33.02,42.35
1999,6,10,16,40,376.6,32.61,43.24
1999,6,10,16,45,343.8,32.45,43.27
1999,6,10,16,50,466.4,32.52,43.36
1999,6,10,16,55,456.2,32.38,43.71
1999,6,10,17,0,424.2,32.42,44.53
1999,6,10,17,5,410.8,32.53,45.36
1999,6,10,17,10,396,32.51,45.59
1999,6,10,17,15,312.6,32.38,45.68
1999,6,10,17,20,252.8,32.22,46.6
1999,6,10,17,25,252.6,32.23,46.9
1999,6,10,17,30,337.3,32.29,46.25
1999,6,10,17,35,308.3,32.35,46.59
1999,6,10,17,40,267.4,32.44,47.94
1999,6,10,17,45,287.4,32.49,48.63
1999,6,10,17,50,267.9,32.58,48.3
1999,6,10,17,55,240.9,32.39,49.68
1999,6,10,18,0,174.1,32.13,50.78
1999,6,10,18,5,160.7,31.91,52.18
1999,6,10,18,10,183.7,31.92,52.07
1999,6,10,18,15,175.6,31.74,53.18
1999,6,10,18,20,158.7,31.71,54.29
1999,6,10,18,25,141,31.46,54.71
1999,6,10,18,30,128.6,31.27,55.78
1999,6,10,18,35,115.3,31.22,55.67
1999,6,10,18,40,101.7,31.15,56.35
1999,6,10,18,45,88.5,31.14,57.05
1999,6,10,18,50,75.7,30.99,58.03
1999,6,10,18,55,62.23,30.8,57.95
1999,6,10,19,0,49.07,30.78,57.8
1999,6,10,19,5,37.15,30.64,58.3
1999,6,10,19,10,27.45,30.57,58.56
1999,6,10,19,15,19.63,30.47,59.57
1999,6,10,19,20,13.62,30.29,60.44
1999,6,10,19,25,9.04,30.24,60.96
1999,6,10,19,30,5.23,30.18,61.31
1999,6,10,19,35,3.19,30.07,61.77
1999,6,10,19,40,2.03,29.96,62
1999,6,10,19,45,1.09,29.87,62.42
1999,6,10,19,50,0.47,29.78,62.73
1999,6,10,19,55,0.32,29.67,62.97
1999,6,10,20,0,0.27,29.6,63.37
1999,6,10,20,5,0.24,29.52,63.95
1999,6,10,20,10,0.26,29.43,64.37
1999,6,10,20,15,0.24,29.33,64.8
1999,6,10,20,20,0.27,29.22,64.96
1999,6,10,20,25,0.26,29.13,65.38
1999,6,10,20,30,0.23,29.05,65.65
1999,6,10,20,35,0.27,28.96,65.8
1999,6,10,20,40,0.27,28.87,66.28
1999,6,10,20,45,0.25,28.78,66.49
1999,6,10,20,50,0.29,28.69,66.94
1999,6,10,20,55,0.25,28.61,67.25
1999,6,10,21,0,0.24,28.51,67.19
1999,6,10,21,5,0.22,28.4,67.55
1999,6,10,21,10,0.22,28.28,67.75
1999,6,10,21,15,0.23,28.17,68.13
1999,6,10,21,20,0.22,28.05,68.57
1999,6,10,21,25,0.21,27.95,69.33
1999,6,10,21,30,0.21,27.88,69.62
1999,6,10,21,35,0.18,27.81,69.86
1999,6,10,21,40,0.18,27.73,70.7
1999,6,10,21,45,0.17,27.61,71.2
1999,6,10,21,50,0.15,27.49,71.8
1999,6,10,21,55,0.19,27.4,72.3
1999,6,10,22,0,0.18,27.29,72.9
1999,6,10,22,5,0.18,27.19,73.5
1999,6,10,22,10,0.15,27.11,74
1999,6,10,22,15,0.17,27.01,74.5
1999,6,10,22,20,0.19,26.94,75
1999,6,10,22,25,0.16,26.91,75.2
1999,6,10,22,30,0.2,26.86,75.9
1999,6,10,22,35,0.14,26.83,76.2
1999,6,10,22,40,0.15,26.75,76.4
1999,6,10,22,45,0.1,26.61,76.7
1999,6,10,22,50,0.12,26.47,77.5
1999,6,10,22,55,0.15,26.37,78
1999,6,10,23,0,0.15,26.31,78.9
1999,6,10,23,5,0.13,26.27,78.9
1999,6,10,23,10,0.14,26.25,79.5
1999,6,10,23,15,0.15,26.22,80.1
1999,6,10,23,20,0.12,26.17,80.8
1999,6,10,23,25,0.15,26.12,81.1
1999,6,10,23,30,0.06,26.04,81.7
1999,6,10,23,35,0.09,25.88,81.9
1999,6,10,23,40,0.07,25.78,82.8
1999,6,10,23,45,0.07,25.72,83.7
1999,6,10,23,50,0.04,25.68,83.8
1999,6,10,23,55,0.07,25.61,84.2
1999,6,11,0,0,0.05,25.52,85
1999,6,11,0,5,0.07,25.48,85.7
1999,6,11,0,10,0.07,25.42,85.9
1999,6,11,0,15,0.04,25.34,86.3
1999,6,11,0,20,0.07,25.33,87
1999,6,11,0,25,0.05,25.25,86.6
1999,6,11,0,30,0.03,25.19,87.3
1999,6,11,0,35,0.06,25.13,87.5
1999,6,11,0,40,0.06,25.08,88.2
1999,6,11,0,45,0.03,25.09,88.7
1999,6,11,0,50,0.06,25.05,88.7
1999,6,11,0,55,0.04,25.03,89.2
1999,6,11,1,0,0.05,24.96,89.7
1999,6,11,1,5,0.04,24.94,90.2
1999,6,11,1,10,0.02,24.9,90.3
1999,6,11,1,15,0,24.86,90.7
1999,6,11,1,20,0.03,24.88,90.7
1999,6,11,1,25,0.03,24.91,90.8
1999,6,11,1,30,0.02,24.9,91.3
1999,6,11,1,35,0.01,24.91,91.8
1999,6,11,1,40,0.02,24.9,92.1
1999,6,11,1,45,0.01,24.87,92.4
1999,6,11,1,50,0.02,24.86,92.8
1999,6,11,1,55,0.04,24.81,92.6
1999,6,11,2,0,0.02,24.68,92.1
1999,6,11,2,5,0.02,24.55,92
1999,6,11,2,10,0.04,24.43,92.4
1999,6,11,2,15,0.04,24.39,92.4
1999,6,11,2,20,0.01,24.35,92.9
1999,6,11,2,25,0,24.3,93.2
1999,6,11,2,30,0,24.27,93.5
1999,6,11,2,35,0,24.31,93.9
1999,6,11,2,40,0.02,24.27,94.3
1999,6,11,2,45,0.01,24.2,95
1999,6,11,2,50,0.02,24.15,95.5
1999,6,11,2,55,0.01,24.16,95.6
1999,6,11,3,0,0,24.2,95.7
1999,6,11,3,5,0,24.23,95.6
1999,6,11,3,10,0,24.23,95.8
1999,6,11,3,15,0.02,24.2,96
1999,6,11,3,20,0,24.17,96.1
1999,6,11,3,25,0,24.11,96.3
1999,6,11,3,30,0,24.11,96.6
1999,6,11,3,35,0,24.1,96.8
1999,6,11,3,40,0,24.08,97
1999,6,11,3,45,0.01,24.06,97.2
1999,6,11,3,50,0,24.06,97.4
1999,6,11,3,55,0,24.05,97.4
1999,6,11,4,0,0,24.05,97.5
1999,6,11,4,5,0,24.07,97.6
1999,6,11,4,10,0.01,24.06,97.7
1999,6,11,4,15,0,24.07,97.7
1999,6,11,4,20,0,24.11,97.7
1999,6,11,4,25,0,24.14,97.6
1999,6,11,4,30,0,24.17,97.5
1999,6,11,4,35,0,24.18,97.5
1999,6,11,4,40,0,24.19,97.6
1999,6,11,4,45,0.01,24.2,97.6
1999,6,11,4,50,0.01,24.22,97.4
1999,6,11,4,55,0.01,24.25,97.3
1999,6,11,5,0,0,24.24,97.2
1999,6,11,5,5,0.01,24.29,97.2
1999,6,11,5,10,0.01,24.31,97.1
1999,6,11,5,15,0.11,24.35,97
1999,6,11,5,20,0.18,24.37,96.8
1999,6,11,5,25,0.61,24.43,96.6
1999,6,11,5,30,2.28,24.47,96.5
1999,6,11,5,35,5.08,24.47,96.3
1999,6,11,5,40,8.33,24.44,96.2
1999,6,11,5,45,12.97,24.44,96.5
1999,6,11,5,50,16.95,24.42,96.6
1999,6,11,5,55,17.34,24.41,96.9
1999,6,11,6,0,15.57,24.36,96.9
1999,6,11,6,5,13.01,24.33,97
1999,6,11,6,10,12.01,24.33,97
1999,6,11,6,15,17.29,24.34,96.9
1999,6,11,6,20,20.84,24.38,96.9
1999,6,11,6,25,20.12,24.45,96.9
1999,6,11,6,30,16.59,24.54,97
1999,6,11,6,35,16.31,24.51,96.5
1999,6,11,6,40,24.02,24.52,96.5
1999,6,11,6,45,31.57,24.55,96.3
1999,6,11,6,50,49.16,24.63,96
1999,6,11,6,55,50.79,24.73,96
1999,6,11,7,0,48.89,24.73,95.5
1999,6,11,7,5,55.8,24.65,95.5
1999,6,11,7,10,114.3,24.69,95.6
1999,6,11,7,15,227.7,24.76,95.3
1999,6,11,7,20,193.5,25.03,94.4
1999,6,11,7,25,160.2,25.21,93.5
1999,6,11,7,30,187.1,25.3,93.1
1999,6,11,7,35,194.7,25.36,91.9
1999,6,11,7,40,182.3,25.49,91.4
1999,6,11,7,45,425.4,25.68,90.5
1999,6,11,7,50,274.6,25.97,88.7
1999,6,11,7,55,357.9,26.18,87.9
1999,6,11,8,0,257,26.19,86
1999,6,11,8,5,409.8,26.03,86.5
