%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
1999 152 10 55 -999.00 -999.00 -999.00 -999.00 -999.00 6.71 60.42 29.47 99999.00 99999.00 0.85 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.15 58.35 29.71 101.15 0.00 0.86 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 5 -999.00 -999.00 -999.00 -999.00 -999.00 6.71 57.26 29.77 99999.00 99999.00 0.86 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 10 -999.00 -999.00 -999.00 -999.00 -999.00 7.60 57.41 29.96 99999.00 99999.00 0.87 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 15 -999.00 -999.00 -999.00 -999.00 -999.00 6.71 56.91 30.14 101.12 0.00 0.87 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 20 -999.00 -999.00 -999.00 -999.00 -999.00 7.15 55.90 30.28 101.15 0.00 0.88 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 25 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 53.72 30.57 101.19 0.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 30 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 53.49 30.30 99999.00 99999.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 35 -999.00 -999.00 -999.00 -999.00 -999.00 4.47 55.06 30.51 101.25 0.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 40 -999.00 -999.00 -999.00 -999.00 -999.00 6.71 54.59 30.85 101.25 0.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 45 -999.00 -999.00 -999.00 -999.00 -999.00 7.60 53.59 31.03 101.29 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 50 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 53.30 30.85 99999.00 99999.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 11 55 -999.00 -999.00 -999.00 -999.00 -999.00 6.26 54.43 30.60 101.29 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 9.39 53.45 30.96 101.29 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 5 -999.00 -999.00 -999.00 -999.00 -999.00 7.15 52.48 31.22 101.29 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 10 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 52.05 31.24 101.32 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 15 -999.00 -999.00 -999.00 -999.00 -999.00 8.05 52.90 31.14 101.19 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 20 -999.00 -999.00 -999.00 -999.00 -999.00 9.83 52.66 31.31 101.12 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 25 -999.00 -999.00 -999.00 -999.00 -999.00 8.49 52.78 31.32 101.05 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 30 -999.00 -999.00 -999.00 -999.00 -999.00 6.26 51.87 31.44 101.05 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 35 -999.00 -999.00 -999.00 -999.00 -999.00 8.49 52.04 31.66 101.05 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 40 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 52.57 31.61 101.12 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 45 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 53.45 31.82 101.12 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 50 -999.00 -999.00 -999.00 -999.00 -999.00 4.47 54.97 31.68 101.19 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 12 55 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 53.82 31.67 101.32 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.47 54.93 31.59 101.42 0.00 0.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 5 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 55.53 31.58 101.52 0.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 10 -999.00 -999.00 -999.00 -999.00 -999.00 99999.00 55.19 31.69 99999.00 99999.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 15 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 54.80 31.88 101.56 0.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 20 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 52.12 31.95 99999.00 99999.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 25 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 52.77 31.99 101.49 0.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 30 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 52.82 32.02 99999.00 99999.00 0.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 35 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 52.97 31.83 101.46 0.00 0.88 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 40 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 51.52 32.17 101.46 0.00 0.88 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 45 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 51.71 32.19 99999.00 99999.00 0.87 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 50 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 51.25 32.46 101.52 0.00 0.87 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 13 55 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 51.24 32.36 99999.00 99999.00 0.86 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 50.62 32.48 101.46 0.00 0.86 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 5 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 51.12 32.58 99999.00 99999.00 0.84 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 10 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 50.17 32.65 101.52 0.00 0.84 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 15 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 50.82 32.43 101.56 0.00 0.83 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 20 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 51.20 32.43 99999.00 99999.00 0.82 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 25 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 50.44 32.58 101.56 0.00 0.82 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 30 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 50.69 32.53 99999.00 99999.00 0.81 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 35 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 49.65 32.62 99999.00 99999.00 0.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 40 -999.00 -999.00 -999.00 -999.00 -999.00 6.26 50.35 32.70 101.56 0.00 0.79 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 45 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 49.91 32.65 101.63 0.00 0.78 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 50 -999.00 -999.00 -999.00 -999.00 -999.00 4.47 50.88 32.61 99999.00 99999.00 0.77 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 14 55 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 51.20 32.54 99999.00 99999.00 0.76 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 49.69 32.89 99999.00 99999.00 0.75 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 5 -999.00 -999.00 -999.00 -999.00 -999.00 6.26 50.10 32.53 101.59 0.00 0.74 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 10 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 49.99 32.64 101.59 0.00 0.72 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 15 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 50.29 32.78 101.49 0.00 0.71 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 20 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 50.91 32.72 101.42 0.00 0.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 25 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 48.71 33.02 101.35 0.00 0.69 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 30 -999.00 -999.00 -999.00 -999.00 -999.00 6.26 50.27 32.91 101.32 0.00 0.67 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 35 -999.00 -999.00 -999.00 -999.00 -999.00 7.15 51.54 32.80 101.29 0.00 0.66 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 40 -999.00 -999.00 -999.00 -999.00 -999.00 4.47 51.82 32.74 101.35 0.00 0.65 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 45 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 51.82 32.53 101.35 0.00 0.64 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 50 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 51.61 32.60 101.42 0.00 0.62 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 15 55 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 51.60 32.52 101.46 0.00 0.61 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 50.46 32.79 101.56 0.00 0.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 5 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 51.04 32.72 101.63 0.00 0.58 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 10 -999.00 -999.00 -999.00 -999.00 -999.00 99999.00 51.55 32.65 99999.00 99999.00 0.56 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 15 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 51.74 32.48 101.73 0.00 0.55 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 20 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 51.96 32.70 101.63 0.00 0.53 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 25 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 51.98 32.77 101.69 0.00 0.52 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 30 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 52.42 32.64 101.63 0.00 0.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 35 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 54.70 32.68 101.59 0.00 0.49 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 40 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 55.15 32.73 101.63 0.00 0.47 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 45 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 54.69 32.74 101.73 0.00 0.46 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 50 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 53.95 32.60 99999.00 99999.00 0.44 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 16 55 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 55.40 32.28 99999.00 99999.00 0.42 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 56.99 32.24 101.69 0.00 0.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 5 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 57.32 32.35 99999.00 99999.00 0.39 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 10 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 57.05 32.32 99999.00 99999.00 0.37 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 15 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 57.07 32.32 101.76 0.00 0.36 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 20 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 56.66 32.29 99999.00 99999.00 0.31 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 25 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 56.77 32.12 101.73 0.00 0.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 30 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 57.51 32.05 101.69 0.00 0.31 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 35 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 56.67 32.09 101.69 0.00 0.29 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 40 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 56.91 32.03 101.73 0.00 0.27 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 45 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 57.25 31.81 101.63 0.00 0.26 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 50 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 57.81 31.67 101.52 0.00 0.24 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 17 55 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 57.74 31.79 101.46 0.00 0.23 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 57.38 31.85 101.39 0.00 0.21 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 5 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 58.22 31.71 101.35 0.00 0.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 10 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 58.09 31.65 101.39 0.00 0.18 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 15 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 58.49 31.43 101.35 0.00 0.17 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 20 -999.00 -999.00 -999.00 -999.00 -999.00 6.26 59.68 31.37 99999.00 99999.00 0.15 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 25 -999.00 -999.00 -999.00 -999.00 -999.00 5.81 60.05 31.33 99999.00 99999.00 0.13 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 30 -999.00 -999.00 -999.00 -999.00 -999.00 4.47 61.28 31.27 101.46 0.00 0.12 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 35 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 62.35 31.16 101.52 0.00 0.11 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 40 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 64.28 30.92 101.56 0.00 0.09 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 45 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 65.52 30.72 101.59 0.00 0.08 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 50 -999.00 -999.00 -999.00 -999.00 -999.00 99999.00 66.06 30.60 99999.00 99999.00 0.07 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 18 55 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 67.05 30.43 101.63 0.00 0.05 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 67.61 30.27 101.52 0.00 0.04 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 5 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 67.36 30.21 101.46 0.00 0.03 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 10 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 67.47 30.16 101.46 0.00 0.02 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 15 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 68.20 30.06 101.42 0.00 0.02 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 20 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 69.35 29.77 99999.00 99999.00 0.01 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 25 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 70.10 29.61 99999.00 99999.00 0.01 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 30 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 70.20 29.54 101.42 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 35 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 70.60 29.41 101.46 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 40 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 71.10 29.26 101.49 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 45 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 71.20 29.21 99999.00 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 50 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 71.70 29.09 101.46 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 19 55 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 71.60 29.02 99999.00 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 71.80 28.93 101.52 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 5 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 72.00 28.80 99999.00 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 10 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 72.20 28.70 101.49 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 15 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 72.60 28.63 99999.00 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 20 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 73.40 28.50 101.49 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 25 -999.00 -999.00 -999.00 -999.00 -999.00 2.68 73.90 28.36 101.46 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 30 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 74.60 28.26 101.39 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 35 -999.00 -999.00 -999.00 -999.00 -999.00 2.24 75.10 28.13 101.29 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 40 -999.00 -999.00 -999.00 -999.00 -999.00 3.13 75.40 28.04 101.22 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 45 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 75.70 27.95 101.12 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 50 -999.00 -999.00 -999.00 -999.00 -999.00 6.71 76.20 27.78 101.12 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 20 55 -999.00 -999.00 -999.00 -999.00 -999.00 7.15 77.10 27.68 101.12 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.15 77.70 27.62 101.15 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 5 -999.00 -999.00 -999.00 -999.00 -999.00 4.92 78.40 27.57 101.22 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 10 -999.00 -999.00 -999.00 -999.00 -999.00 7.60 79.10 27.45 101.19 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 15 -999.00 -999.00 -999.00 -999.00 -999.00 3.58 79.80 27.36 101.19 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 20 -999.00 -999.00 -999.00 -999.00 -999.00 4.02 80.50 27.23 101.19 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 25 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 81.30 27.12 101.25 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 30 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 81.50 27.07 101.25 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 35 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 82.10 26.98 101.29 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 40 -999.00 -999.00 -999.00 -999.00 -999.00 99999.00 82.30 26.93 99999.00 99999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 45 -999.00 -999.00 -999.00 -999.00 -999.00 1.34 82.50 26.89 101.32 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 50 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 83.10 26.79 101.25 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 21 55 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 83.50 26.74 101.22 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1999 152 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 83.60 26.66 101.22 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
